bigg_id,name,formulas,charges
pa1829Z12Z1835Z9Z12Z,"""1-(9Z,12Z)-octadecadienoyl,2-(5Z,9Z,12Z)-octadecatrienoyl-sn-glycerol 3-phosphate""",['C39H65O8P'],[]
pa182n6140,"""1-9,12-octadecadienoyl-2-tetradecanoyl-sn-glycerol-3-phosphate""",['C35H63O8P'],[-2]
pa182n6160,"""1-9,12-octadecadienoyl-2-hexadecanoyl-sn-glycerol-3-phosphate""",['C37H67O8P'],[-2]
pa182n61619Z,"""1-9,12-octadecadienoyl-2-9-hexadecenoyl-sn-glycerol-3-phosphate""",['C37H65O8P'],[-2]
pa182n6180,"""1-9,12-octadecadienoyl-2-octadecanoyl-sn-glycerol-3-phosphate""",['C39H71O8P'],[-2]
pa182n61819Z,"""1-9,12-octadecadienoyl-2-9-octadecenoyl-sn-glycerol-3-phosphate""",['C39H69O8P'],[-2]
pa182n6183n3,"""1-9,12-octadecadienoyl-2-9,12,15-octadecatrienoyl-sn-glycerol-3-phosphate""",['C39H65O8P'],[-2]
pa182n6183n6,"""1-9,12-octadecadienoyl-2-6,9,12-octadecatrienoyl-sn-glycerol-3-phosphate""",['C39H65O8P'],[-2]
pa182n6204n6,"""1-9,12-octadecadienoyl-2-5,8,11,14-eicosatetraenoyl-sn-glycerol-3-phosphate""",['C41H67O8P'],[-2]
pa182n6205n3,"""1-9,12-octadecadienoyl-2-5,8,11,14,17-eicosapentaenoyl-sn-glycerol-3-phosphate""",['C41H65O8P'],[-2]
pa182n6226n3,"""1-9,12-octadecadienoyl-2-4,7,10,13,16,19-docosahexaenoyl-sn-glycerol-3-phosphate""",['C43H67O8P'],[-2]
pa183_6_9_12,"""1,2-dioctadec-6-9-12-trienoyl-sn-glycerol 3-phosphate""",['C39H63O8P1'],[-2]
pa183_9_12_15,"""1,2-dioctadec-9-12-15-trienoyl-sn-glycerol 3-phosphate""",['C39H63O8P1'],[-2]
pa184_6_9_12_15,"""1,2-dioctadec-6-9-12-15-tetraenoyl-sn-glycerol 3-phosphate""",['C39H59O8P1'],[-2]
pa190190,"""1,2-sn-glycerol 3-phosphate""",['C41H79O8P'],[]
pa205n3140,"""1-5,8,11,14,17-eicosapentaenoyl-2-tetradecanoyl-sn-glycerol-3-phosphate""",['C37H61O8P'],[-2]
pa205n3,"""1-5,8,11,14,17-eicosapentaenoyl-2-5,8,11,14,17-eicosapentaenoyl-sn-glycerol-3-phosphate""",['C43H63O8P'],[-2]
pa205n3160,"""1-5,8,11,14,17-eicosapentaenoyl-2-hexadecanoyl-sn-glycerol-3-phosphate""",['C39H65O8P'],[-2]
pa205n31819Z,"""1-5,8,11,14,17-eicosapentaenoyl-2-9-octadecenoyl-sn-glycerol-3-phosphate""",['C41H67O8P'],[-2]
pa205n31619Z,"""1-5,8,11,14,17-eicosapentaenoyl-2-9-hexadecenoyl-sn-glycerol-3-phosphate""",['C39H63O8P'],[-2]
pa205n3180,"""1-5,8,11,14,17-eicosapentaenoyl-2-octadecanoyl-sn-glycerol-3-phosphate""",['C41H69O8P'],[-2]
pa205n3182n6,"""1-5,8,11,14,17-eicosapentaenoyl-2-9,12-octadecadienoyl-sn-glycerol-3-phosphate""",['C41H65O8P'],[-2]
pa205n3183n6,"""1-5,8,11,14,17-eicosapentaenoyl-2-6,9,12-octadecatrienoyl-sn-glycerol-3-phosphate""",['C41H63O8P'],[-2]
pa205n3183n3,"""1-5,8,11,14,17-eicosapentaenoyl-2-9,12,15-octadecatrienoyl-sn-glycerol-3-phosphate""",['C41H63O8P'],[-2]
pa205n3204n6,"""1-5,8,11,14,17-eicosapentaenoyl-2-5,8,11,14-eicosatetraenoyl-sn-glycerol-3-phosphate""",['C43H65O8P'],[-2]
pa205n3226n3,"""1-5,8,11,14,17-eicosapentaenoyl-2-4,7,10,13,16,19-docosahexaenoyl-sn-glycerol-3-phosphate""",['C45H65O8P'],[-2]
pa226n3,"""1-4,7,10,13,16,19-docosahexaenoyl-2-4,7,10,13,16,19-docosahexaenoyl-sn-glycerol-3-phosphate""",['C47H67O8P'],[-2]
pa226n3140,"""1-4,7,10,13,16,19-docosahexaenoyl-2-tetradecanoyl-sn-glycerol-3-phosphate""",['C39H63O8P'],[-2]
pa226n3160,"""1-4,7,10,13,16,19-docosahexaenoyl-2-hexadecanoyl-sn-glycerol-3-phosphate""",['C41H67O8P'],[-2]
pa226n31619Z,"""1-4,7,10,13,16,19-docosahexaenoyl-2-9-hexadecenoyl-sn-glycerol-3-phosphate""",['C41H65O8P'],[-2]
pa226n3180,"""1-4,7,10,13,16,19-docosahexaenoyl-2-octadecanoyl-sn-glycerol-3-phosphate""",['C43H71O8P'],[-2]
pa226n31819Z,"""1-4,7,10,13,16,19-docosahexaenoyl-2-9-octadecenoyl-sn-glycerol-3-phosphate""",['C43H69O8P'],[-2]
pa226n3182n6,"""1-4,7,10,13,16,19-docosahexaenoyl-2-9,12-octadecadienoyl-sn-glycerol-3-phosphate""",['C43H67O8P'],[-2]
pa226n3183n6,"""1-4,7,10,13,16,19-docosahexaenoyl-2-6,9,12-octadecatrienoyl-sn-glycerol-3-phosphate""",['C43H65O8P'],[-2]
pa226n3183n3,"""1-4,7,10,13,16,19-docosahexaenoyl-2-9,12,15-octadecatrienoyl-sn-glycerol-3-phosphate""",['C43H65O8P'],[-2]
pa226n3204n6,"""1-4,7,10,13,16,19-docosahexaenoyl-2-5,8,11,14-eicosatetraenoyl-sn-glycerol-3-phosphate""",['C45H67O8P'],[-2]
pa226n3205n3,"""1-4,7,10,13,16,19-docosahexaenoyl-2-5,8,11,14,17-eicosapentaenoyl-sn-glycerol-3-phosphate""",['C45H65O8P'],[-2]
pa2_ST,"""Membrane phosphatidate mixture""",[],[0]
pa_cho,"""Phosphatidate(2-)""",['C3H5O4PRCO2R2CO2'],[-2]
pacoa,"""Pinolenyl-coa""",['C39H60N7O17P3S'],[]
pad,"""2 Phenylacetamide C8H9NO""",['C8H9NO'],[0]
pa_EC,"""Phosphatidate  (E.coli)""",['C1836H3398O400P50'],[-100]
paf_hs,"""1-alkyl 2-acteylglycerol 3-phosphocholine (homo sapiens)""",['C11H23O4NPRCO2'],[0]
paf_cho,"""1-alkyl 2-acteylglycerol 3-phosphocholine""",['C11H23O4NPRCO2'],[0]
pa_Hp,"""Phosphatidic acid Hp specific""",['C36H67O8P'],[]
pa_hs,"""Phosphatidic acid (homo sapiens)""",['C3H5O4PRCO2R2CO2'],[-2]
pac,"""Phenylacetic acid""",['C8H7O2'],"[0, -1]"
pacald,"""Phenylacetaldehyde""",['C8H8O'],[0]
pa_hs_16_0_16_0,"""Phosphatidic acid (homo sapiens, C16:0, C16:0)""",[],[]
pa_hs_16_0_18_0,"""Pa hs 16 0 18 0[c]""",[],[]
pa_hs_16_0_18_1,"""Phosphatidic acid (homo sapiens, C16:0, C18:1)""",[],[]
pa_hs_16_0_18_2,"""Phosphatidic acid (homo sapiens, C16:0, C18:2)""",[],[]
pa_hs_16_0_20_4,"""Pa hs 16 0 20 4[c]""",[],[]
pa_hs_18_0_18_0,"""Pa hs 18 0 18 0[c]""",[],[]
pa_hs_18_0_18_1,"""Pa hs 18 0 18 1[c]""",[],[]
pa_hs_18_0_18_2,"""Pa hs 18 0 18 2[c]""",[],[]
pa_hs_18_0_20_4,"""Phosphatidic acid (homo sapiens,  C18:0, C20:4) cytosol""",[],[]
pa_hs_18_1_18_1,"""Phosphatidic acid (homo sapiens, C18:1, C18:1)""",[],[]
pa_hs_18_1_18_2,"""Phosphatidic acid (homo sapiens, C18:1, C18:2)""",[],[]
pa_hs_18_1_20_4,"""Pa hs 18 1 20 4[c]""",[],[]
pa_hs_18_2_16_0,"""Phosphatidic acid (homo sapiens, C18:2, C16:0)""",[],[]
pa_hs_18_2_18_1,"""Phosphatidic acid (homo sapiens, C18:2, C18:1)""",[],[]
pa_hs_18_2_18_2,"""Pa hs 18 2 18 2[c]""",[],[]
pa_hs_18_2_20_4,"""Pa hs 18 2 20 4[c]""",[],[]
pail160,"""Phosphatidylinositol(16:0/16:0)""",['C41H78O13P'],[-1]
pa_hs_20_4_20_4,"""Pa hs 20 4 20 4[c]""",[],[]
pail1601619Z,"""Phosphatidylinositol(16:0/16:1(9Z))""",['C41H76O13P'],[-1]
pail160182n6,"""Phosphatidylinositol(16:0/18:2(9Z,12Z))""",['C43H78O13P'],[-1]
pail160205n3,"""Phosphatidylinositol(16:0/20:5(5Z,8Z,11Z,14Z,17Z))""",['C45H76O13P'],[-1]
pail161,"""Phosphatidylinositol(16:1(9Z)/16:1(9Z))""",['C41H74O13P'],[-1]
pail1619Z160,"""Phosphatidylinositol(16:1(9Z)/16:0)""",['C41H76O13P'],[-1]
pail1619Z182n6,"""Phosphatidylinositol(16:1(9Z)/18:2(9Z,12Z))""",['C43H76O13P'],[-1]
pail1619Z205n3,"""Phosphatidylinositol(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))""",['C45H74O13P'],[-1]
pail18111Z160,"""1-Phosphatidyl-D-myo-inositol (1-(11Z)-octadecenoyl,2-hexadecanoyl, 18:1(11Z)/16:0)""",['C43H81O13P'],[]
pail1819Z160,"""1-Phosphatidyl-D-myo-inositol (1-(9Z)-octadecenoyl,2-hexadecanoyl, 18:1(9Z)/16:0)""",['C43H81O13P'],[]
pail182_9_12,"""Phosphatidylinositol(18:2(9Z,12Z)/18:2(9Z,12Z))""",['C45H78O13P'],[-1]
pail182n6160,"""Phosphatidylinositol(18:2(9Z,12Z)/16:0)""",['C43H78O13P'],[-1]
pail182n6205n3,"""Phosphatidylinositol(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))""",['C47H76O13P'],[-1]
pail182n61619Z,"""Phosphatidylinositol(18:2(9Z,12Z)/16:1(9Z))""",['C43H76O13P'],[-1]
pail205n3,"""Phosphatidylinositol(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))""",['C49H74O13P'],[-1]
pail205n3182n6,"""Phosphatidylinositol(20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))""",['C47H76O13P'],[-1]
pail205n3160,"""Phosphatidylinositol(20:5(5Z,8Z,11Z,14Z,17Z)/16:0)""",['C45H76O13P'],[-1]
pail205n31619Z,"""Phosphatidylinositol(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))""",['C45H74O13P'],[-1]
pail345p_hs,"""Phosphatidylinositol-3,4,5-trisphosphate (Homo sapiens)""",['C9H13O18P4RCO2R2CO2'],[-7]
pail345p_cho,"""1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate(7-)""",['C9H13O18P4RCO2R2CO2'],[-7]
pail345p_hs_16_0_16_0,"""Pail345p hs 16 0 16 0[c]""",[],[]
pail345p_hs_16_0_18_0,"""Pail345p hs 16 0 18 0[c]""",[],[]
pail345p_hs_16_0_18_1,"""Pail345p hs 16 0 18 1[c]""",[],[]
pail345p_hs_16_0_18_2,"""Pail345p hs 16 0 18 2[c]""",[],[]
pail345p_hs_18_0_18_0,"""Pail345p hs 18 0 18 0[c]""",[],[]
pail345p_hs_16_0_20_4,"""Pail345p hs 16 0 20 4[c]""",[],[]
pail345p_hs_18_0_18_1,"""Pail345p hs 18 0 18 1[c]""",[],[]
pail345p_hs_18_0_20_4,"""Pail345p hs 18 0 20 4[c]""",[],[]
pail345p_hs_18_1_18_1,"""Pail345p hs 18 1 18 1[c]""",[],[]
pail345p_hs_18_0_18_2,"""Pail345p hs 18 0 18 2[c]""",[],[]
pail345p_hs_18_1_18_2,"""Pail345p hs 18 1 18 2[c]""",[],[]
pail345p_hs_18_1_20_4,"""Pail345p hs 18 1 20 4[c]""",[],[]
pail345p_hs_18_2_18_2,"""Pail345p hs 18 2 18 2[c]""",[],[]
pail345p_hs_18_2_20_4,"""Pail345p hs 18 2 20 4[c]""",[],[]
pail345p_hs_20_4_20_4,"""Pail345p hs 20 4 20 4[c]""",[],[]
pail345p_pf_18_0_18_1,"""Phosphatidylinositol 3,4,5-trisphosphate(plasmodium,C18:0,C18:1)""",['C45H81O22P4'],[-7]
pail345p_pf_16_0_18_1,"""Phosphatidylinositol 3,4,5-trisphosphate(plasmodium,C16:0,C18:1)""",['C43H77O22P4'],[-7]
pail34p_cho,"""1-phosphatidyl-1D-myo-inositol 3,4-bisphosphate(5-)""",['C9H14O15P3RCO2R2CO2'],[-5]
pail34p_hs,"""Phosphatidylinositol-3,4-bisphosphate (Homo sapiens)""",['C9H14O15P3RCO2R2CO2'],[-5]
pail34p_hs_16_0_18_0,"""Pail34p hs 16 0 18 0[c]""",[],[]
pail34p_hs_16_0_16_0,"""Pail34p hs 16 0 16 0[c]""",[],[]
pail34p_hs_16_0_18_1,"""Pail34p hs 16 0 18 1[c]""",[],[]
pail34p_hs_16_0_18_2,"""Pail34p hs 16 0 18 2[c]""",[],[]
pail34p_hs_16_0_20_4,"""Pail34p hs 16 0 20 4[c]""",[],[]
pail34p_hs_18_0_18_0,"""Pail34p hs 18 0 18 0[c]""",[],[]
pail34p_hs_18_0_18_1,"""Pail34p hs 18 0 18 1[c]""",[],[]
pail34p_hs_18_0_18_2,"""Pail34p hs 18 0 18 2[c]""",[],[]
pail34p_hs_18_0_20_4,"""Pail34p hs 18 0 20 4[c]""",[],[]
pail34p_hs_18_1_18_1,"""Pail34p hs 18 1 18 1[c]""",[],[]
pail34p_hs_18_1_20_4,"""Pail34p hs 18 1 20 4[c]""",[],[]
pail34p_hs_18_1_18_2,"""Pail34p hs 18 1 18 2[c]""",[],[]
pail34p_hs_18_2_18_2,"""Pail34p hs 18 2 18 2[c]""",[],[]
pail34p_hs_20_4_20_4,"""Pail34p hs 20 4 20 4[c]""",[],[]
pail34p_hs_18_2_20_4,"""Pail34p hs 18 2 20 4[c]""",[],[]
pail34p_pf_16_0_18_1,"""Phosphatidylinositol 3,4-bisphosphate(plasmodium,C16:0,C18:1)""",['C43H78O19P3'],[-5]
pail34p_pf_18_0_18_1,"""Phosphatidylinositol 3,4-bisphosphate(plasmodium,C18:0,C18:1)""",['C45H82O19P3'],[-5]
pail35p_cho,"""1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate(5-)""",['C9H14O15P3RCO2R2CO2'],[-5]
pail35p_hs,"""Phosphatidylinositol-3,5-bisphosphate (Homo sapiens)""",['C9H14O15P3RCO2R2CO2'],[-5]
pail3p160,"""1-Phosphatidyl-1D-myo-inositol 3-phosphate(16:0/16:0)""",['C41H77O16P2'],[-3]
pail3p1601619Z,"""1-Phosphatidyl-1D-myo-inositol 3-phosphate(16:0/16:1(9Z))""",['C41H75O16P2'],[-3]
pail3p160205n3,"""1-Phosphatidyl-1D-myo-inositol 3-phosphate(16:0/20:5(5Z,8Z,11Z,14Z,17Z))""",['C45H75O16P2'],[-3]
pail3p160182n6,"""1-Phosphatidyl-1D-myo-inositol 3-phosphate(16:0/18:2(9Z,12Z))""",['C43H77O16P2'],[-3]
pail3p161,"""1-Phosphatidyl-1D-myo-inositol 3-phosphate(16:1(9Z)/16:1(9Z))""",['C41H73O16P2'],[-3]
pail3p1619Z160,"""1-Phosphatidyl-1D-myo-inositol 3-phosphate(16:1(9Z)/16:0)""",['C41H75O16P2'],[-3]
pail3p1619Z182n6,"""1-Phosphatidyl-1D-myo-inositol 3-phosphate(16:1(9Z)/18:2(9Z,12Z))""",['C43H75O16P2'],[-3]
pail3p1619Z205n3,"""1-Phosphatidyl-1D-myo-inositol 3-phosphate(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))""",['C45H73O16P2'],[-3]
pail3p182_9_12,"""1-Phosphatidyl-1D-myo-inositol 3-phosphate(18:2(9Z,12Z)/18:2(9Z,12Z))""",['C45H77O16P2'],[-3]
pail3p182n6160,"""1-Phosphatidyl-1D-myo-inositol 3-phosphate(18:2(9Z,12Z)/16:0)""",['C43H77O16P2'],[-3]
pail3p182n61619Z,"""1-Phosphatidyl-1D-myo-inositol 3-phosphate(18:2(9Z,12Z)/16:1(9Z))""",['C43H75O16P2'],[-3]
pail3p182n6205n3,"""1-Phosphatidyl-1D-myo-inositol 3-phosphate(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))""",['C47H75O16P2'],[-3]
pail3p205n3,"""1-Phosphatidyl-1D-myo-inositol 3-phosphate(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))""",['C49H73O16P2'],[-3]
pail3p205n31619Z,"""1-Phosphatidyl-1D-myo-inositol 3-phosphate(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))""",['C45H73O16P2'],[-3]
pail3p205n3160,"""1-Phosphatidyl-1D-myo-inositol 3-phosphate(20:5(5Z,8Z,11Z,14Z,17Z)/16:0)""",['C45H75O16P2'],[-3]
pail3p205n3182n6,"""1-Phosphatidyl-1D-myo-inositol 3-phosphate(20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))""",['C47H75O16P2'],[-3]
pail3p_cho,"""1-phosphatidyl-1D-myo-inositol 3-phosphate(3-)""",['C9H15O12P2RCO2R2CO2'],[-3]
pail3p_hs,"""1-Phosphatidyl-1D-myo-inositol 3-phosphate (Homo sapiens)""",['C9H15O12P2RCO2R2CO2'],[-3]
pail3p_pf_16_0_18_1,"""1-Phosphatidyl-1D-myo-inositol3-phosphate(plasmodium,C16:0,C18:1)""",['C43H79O16P2'],[-3]
pail3p_pf_18_0_18_1,"""1-Phosphatidyl-1D-myo-inositol3-phosphate(plasmodium,C18:0,C18:1)""",['C45H83O16P2'],[-3]
pail45p160,"""1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(16:0/16:0)""",['C41H76O19P3'],[-5]
pail45p1601619Z,"""1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(16:0/16:1(9Z))""",['C41H74O19P3'],[-5]
pail45p160182n6,"""1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(16:0/18:2(9Z,12Z))""",['C43H76O19P3'],[-5]
pail45p160205n3,"""1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(16:0/20:5(5Z,8Z,11Z,14Z,17Z))""",['C45H74O19P3'],[-5]
pail45p161,"""1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(16:1(9Z)/16:1(9Z))""",['C41H72O19P3'],[-5]
pail45p1619Z160,"""1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(16:1(9Z)/16:0)""",['C41H74O19P3'],[-5]
pail45p1619Z182n6,"""1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(16:1(9Z)/18:2(9Z,12Z))""",['C43H74O19P3'],[-5]
pail45p1619Z205n3,"""1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))""",['C45H72O19P3'],[-5]
pail45p182_9_12,"""1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(18:2(9Z,12Z)/18:2(9Z,12Z))""",['C45H76O19P3'],[-5]
pail45p182n6160,"""1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(18:2(9Z,12Z)/16:0)""",['C43H76O19P3'],[-5]
pail45p182n61619Z,"""1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(18:2(9Z,12Z)/16:1(9Z))""",['C43H74O19P3'],[-5]
pail45p182n6205n3,"""1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))""",['C47H74O19P3'],[-5]
pail45p205n3,"""1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))""",['C49H72O19P3'],[-5]
pail45p205n31619Z,"""1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))""",['C45H72O19P3'],[-5]
pail45p205n3160,"""1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(20:5(5Z,8Z,11Z,14Z,17Z)/16:0)""",['C45H74O19P3'],[-5]
pail45p205n3182n6,"""1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))""",['C47H74O19P3'],[-5]
pail45p_cho,"""Phosphatidylinositol 4,5-bisphosphate""",['C9H14O15P3RCO2R2CO2'],[-5]
pail45p_hs,"""Phosphatidylinositol 4,5-bisphosphate (Homo sapiens)""",['C9H14O15P3RCO2R2CO2'],[-5]
pail45p_hs_16_0_16_0,"""Phosphatidylinositol 4,5-bisphosphate (homo sapiens, C16:0, C16:0)""",[],[]
pail45p_hs_16_0_18_0,"""Pail45p hs 16 0 18 0[c]""",[],[]
pail45p_hs_16_0_18_2,"""Phosphatidylinositol 4,5-bisphosphate (homo sapiens, C16:0, C18:2)""",[],[]
pail45p_hs_16_0_18_1,"""Phosphatidylinositol 4,5-bisphosphate (homo sapiens, C16:0, C18:1)""",[],[]
pail45p_hs_16_0_20_4,"""Pail45p hs 16 0 20 4[c]""",[],[]
pail45p_hs_18_0_18_0,"""Pail45p hs 18 0 18 0[c]""",[],[]
pail45p_hs_18_0_18_2,"""Pail45p hs 18 0 18 2[c]""",[],[]
pail45p_hs_18_0_18_1,"""Pail45p hs 18 0 18 1[c]""",[],[]
pail45p_hs_18_0_20_4,"""Phosphatidylinositol 4,5-bisphosphate (homo sapiens, C18:0, C20:4) cytosol""",[],[]
pail45p_hs_18_1_18_2,"""Phosphatidylinositol 4,5-bisphosphate (homo sapiens, C18:1, C18:2)""",[],[]
pail45p_hs_18_1_18_1,"""Phosphatidylinositol 4,5-bisphosphate (homo sapiens, C18:1, C18:1)""",[],[]
pail45p_hs_18_1_20_4,"""Pail45p hs 18 1 20 4[c]""",[],[]
pail45p_hs_18_2_16_0,"""Phosphatidylinositol 4,5-bisphosphate (homo sapiens, C18:2, C16:0)""",[],[]
pail45p_hs_18_2_18_1,"""Phosphatidylinositol 4,5-bisphosphate (homo sapiens, C18:2, C18:1)""",[],[]
pail45p_hs_18_2_18_2,"""Pail45p hs 18 2 18 2[c]""",[],[]
pail45p_hs_18_2_20_4,"""Pail45p hs 18 2 20 4[c]""",[],[]
pail45p_hs_20_4_20_4,"""Pail45p hs 20 4 20 4[c]""",[],[]
pail45p_pf_16_0_18_1,"""Phosphatidyl inositol4,5-bisphosphate(plasmodium,C16:0,C18:1)""",['C43H78O19P3'],[-5]
pail45p_pf_18_0_18_1,"""Phosphatidyl inositol4,5-bisphosphate(plasmodium,C18:0,C18:1)""",['C45H82O19P3'],[-5]
pail4p160,"""1-Phosphatidyl-1D-myo-inositol 4-phosphate(16:0/16:0)""",['C41H77O16P2'],[-3]
pail4p1601619Z,"""1-Phosphatidyl-1D-myo-inositol 4-phosphate(16:0/16:1(9Z))""",['C41H75O16P2'],[-3]
pail4p160182n6,"""1-Phosphatidyl-1D-myo-inositol 4-phosphate(16:0/18:2(9Z,12Z))""",['C43H77O16P2'],[-3]
pail4p160205n3,"""1-Phosphatidyl-1D-myo-inositol 4-phosphate(16:0/20:5(5Z,8Z,11Z,14Z,17Z))""",['C45H75O16P2'],[-3]
pail4p161,"""1-Phosphatidyl-1D-myo-inositol 4-phosphate(16:1(9Z)/16:1(9Z))""",['C41H73O16P2'],[-3]
pail4p1619Z160,"""1-Phosphatidyl-1D-myo-inositol 4-phosphate(16:1(9Z)/16:0)""",['C41H75O16P2'],[-3]
pail4p1619Z205n3,"""1-Phosphatidyl-1D-myo-inositol 4-phosphate(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))""",['C45H73O16P2'],[-3]
pail4p1619Z182n6,"""1-Phosphatidyl-1D-myo-inositol 4-phosphate(16:1(9Z)/18:2(9Z,12Z))""",['C43H75O16P2'],[-3]
pail4p182n6160,"""1-Phosphatidyl-1D-myo-inositol 4-phosphate(18:2(9Z,12Z)/16:0)""",['C43H77O16P2'],[-3]
pail4p182_9_12,"""1-Phosphatidyl-1D-myo-inositol 4-phosphate(18:2(9Z,12Z)/18:2(9Z,12Z))""",['C45H77O16P2'],[-3]
pail4p182n61619Z,"""1-Phosphatidyl-1D-myo-inositol 4-phosphate(18:2(9Z,12Z)/16:1(9Z))""",['C43H75O16P2'],[-3]
pail4p182n6205n3,"""1-Phosphatidyl-1D-myo-inositol 4-phosphate(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))""",['C47H75O16P2'],[-3]
pail4p205n3160,"""1-Phosphatidyl-1D-myo-inositol 4-phosphate(20:5(5Z,8Z,11Z,14Z,17Z)/16:0)""",['C45H75O16P2'],[-3]
pail4p205n3,"""1-Phosphatidyl-1D-myo-inositol 4-phosphate(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))""",['C49H73O16P2'],[-3]
pail4p205n31619Z,"""1-Phosphatidyl-1D-myo-inositol 4-phosphate(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))""",['C45H73O16P2'],[-3]
pail4p205n3182n6,"""1-Phosphatidyl-1D-myo-inositol 4-phosphate(20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))""",['C47H75O16P2'],[-3]
pail4p_cho,"""1-phosphatidyl-1D-myo-inositol 4-phosphate(3-)""",['C9H15O12P2RCO2R2CO2'],[-3]
pail4p_hs,"""1-Phosphatidyl-1D-myo-inositol 4-phosphate (Homo sapiens)""",['C9H15O12P2RCO2R2CO2'],[-3]
pail4p_hs_16_0_16_0,"""1-Phosphatidyl-1D-myo-inositol 4-phosphate (homo sapiens, C16:0, C16:0)""",[],[]
pail4p_hs_16_0_18_0,"""Pail4p hs 16 0 18 0[c]""",[],[]
pail4p_hs_16_0_18_1,"""1-Phosphatidyl-1D-myo-inositol 4-phosphate (homo sapiens, C16:0, C18:1)""",[],[]
pail4p_hs_16_0_18_2,"""1-Phosphatidyl-1D-myo-inositol 4-phosphate (homo sapiens, C16:0, C18:2)""",[],[]
pail4p_hs_16_0_20_4,"""Pail4p hs 16 0 20 4[c]""",[],[]
pail4p_hs_18_0_18_0,"""Pail4p hs 18 0 18 0[c]""",[],[]
pail4p_hs_18_0_18_1,"""Pail4p hs 18 0 18 1[c]""",[],[]
pail4p_hs_18_0_18_2,"""Pail4p hs 18 0 18 2[c]""",[],[]
pail4p_hs_18_0_20_4,"""1-Phosphatidyl-1D-myo-inositol 4-phosphate (homo sapiens, C18:0, C20:4) cytosol""",[],[]
pail4p_hs_18_1_18_1,"""1-Phosphatidyl-1D-myo-inositol 4-phosphate (homo sapiens, C18:1, C18:1)""",[],[]
pail4p_hs_18_1_18_2,"""1-Phosphatidyl-1D-myo-inositol 4-phosphate (homo sapiens, C18:1, C18:2)""",[],[]
pail4p_hs_18_1_20_4,"""Pail4p hs 18 1 20 4[c]""",[],[]
pail4p_hs_18_2_16_0,"""1-Phosphatidyl-1D-myo-inositol 4-phosphate (homo sapiens, C18:2, C16:0)""",[],[]
pail4p_hs_18_2_18_1,"""1-Phosphatidyl-1D-myo-inositol 4-phosphate (homo sapiens, C18:2, C18:1)""",[],[]
pail4p_hs_18_2_18_2,"""Pail4p hs 18 2 18 2[c]""",[],[]
pail4p_hs_18_2_20_4,"""Pail4p hs 18 2 20 4[c]""",[],[]
pail4p_hs_20_4_20_4,"""Pail4p hs 20 4 20 4[c]""",[],[]
pail4p_pf_16_0_18_1,"""1-Phosphatidyl-1D-myo-inositol4-phosphate(plasmodium,C16:0,C18:1)""",['C43H79O16P2'],[-3]
pail4p_pf_18_0_18_1,"""1-Phosphatidyl-1D-myo-inositol4-phosphate(plasmodium,C18:0,C18:1)""",['C45H83O16P2'],[-3]
