reaction_id,reaction_equation,duplicate_test_exact,duplicate_test_directions,duplicate_test_coefficients,duplicate_test_redox,diphosphate_test,dead_end_test
PROabc,atp_c + h2o_c + pro__L_e --> adp_c + h_c + pi_c + pro__L_c,ok,ok,ok,ok,ok,ok
PROabcpp,atp_c + h2o_c + pro__L_p --> adp_c + h_c + pi_c + pro__L_c,ok,ok,ok,ok,ok,ok
PROt2r,h_e + pro__L_e --> h_c + pro__L_c,ok,ok,ok,ok,ok,ok
PROt2rpp,h_p + pro__L_p --> h_c + pro__L_c,ok,ok,ok,ok,ok,ok
PROt4pp,na1_p + pro__L_p --> na1_c + pro__L_c,ok,ok,ok,ok,ok,ok
PSD160,h_c + ps160_c --> co2_c + pe160_c,ok,ok,ok,ok,ok,ok
PSD161,h_c + ps161_c --> co2_c + pe161_c,ok,ok,ok,ok,ok,ok
PSD181,h_c + ps181_c --> co2_c + pe181_c,ok,ok,ok,ok,ok,ok
PSERT,3php_c + glu__L_c --> akg_c + pser__L_c,ok,ok,ok,ok,ok,ok
PSP_L,h2o_c + pser__L_c --> pi_c + ser__L_c,ok,ok,ok,ok,ok,ok
PSSA160,cdpdhdecg_c + ser__L_c --> cmp_c + h_c + ps160_c,ok,ok,ok,ok,ok,ok
PSSA161,cdpdhdec9eg_c + ser__L_c --> cmp_c + h_c + ps161_c,ok,ok,ok,ok,ok,ok
PSSA181,cdpdodec11eg_c + ser__L_c --> cmp_c + h_c + ps181_c,ok,ok,ok,ok,ok,ok
PSUDS,r5p_c + ura_c --> h2o_c + psd5p_c,ok,YUMPS,ok,ok,ok,ok
PTA2,pi_c + ppcoa_c --> coa_c + ppap_c,ok,ok,ok,ok,ok,ok
PTRCAT1,accoa_c + ptrc_c --> aprut_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
PTRCTA,akg_c + ptrc_c --> 4abutn_c + glu__L_c,ok,ok,ok,ok,ok,ok
PTRCTA2,ptrc_c + pyr_c --> 4abutn_c + ala__L_c,ok,ok,ok,ok,ok,ok
PTRCabc,atp_c + h2o_c + ptrc_e --> adp_c + h_c + pi_c + ptrc_c,ok,ok,ok,ok,ok,ok
PTRCabcpp,atp_c + h2o_c + ptrc_p --> adp_c + h_c + pi_c + ptrc_c,ok,ok,ok,ok,ok,ok
PTRCt2pp,h_p + ptrc_p --> h_c + ptrc_c,ok,ok,ok,ok,ok,ok
PTRCtex,ptrc_e <=> ptrc_p,ok,ok,ok,ok,ok,ok
PTSLAtexi,ptsla_e --> ptsla_p,ok,ok,ok,ok,ok,ok
PUTA3,glu5sa_c + h2o_c + nad_c --> glu__L_c + 2.0 h_c + nadh_c,ok,ok,ok,ok,ok,ok
PXYLt5,h_p + p_xyl_c --> h_c + p_xyl_e,ok,ok,ok,ok,ok,ok
PXYLt6,h_p + p_xyl_p --> h_c + p_xyl_e,ok,ok,ok,ok,ok,ok
PYAM5PO,h2o_c + o2_c + pyam5p_c --> h2o2_c + nh4_c + pydx5p_c,ok,ok,ok,ok,ok,ok
PYDAMK,atp_c + pydam_c --> adp_c + h_c + pyam5p_c,ok,ok,ok,ok,ok,ok
PYDXK,atp_c + pydx_c --> adp_c + h_c + pydx5p_c,ok,ok,ok,ok,ok,ok
PYDXNK,atp_c + pydxn_c --> adp_c + h_c + pdx5p_c,ok,ok,ok,ok,ok,ok
PYDXNO,o2_c + pydxn_c --> h2o2_c + pydx_c,ok,ok,ok,ok,ok,ok
PYDXNtr,pydxn_e <=> pydxn_c,ok,ok,ok,ok,ok,ok
PYDXS,g3p_c + gln__L_c + ru5p__D_c <=> glu__L_c + 3.0 h2o_c + h_c + pi_c + pydx5p_c,ok,ok,ok,ok,ok,ok
PYK,adp_c + h_c + pep_c --> atp_c + pyr_c,ok,ok,ok,ok,ok,ok
PYOVD2tex,atp_c + h2o_c + pyovd_kt_p --> adp_c + h_c + pi_c + pyovd_kt_e,ok,ok,ok,ok,ok,ok
PYOVDM1,fbac_kt_p --> pvdiq_p,ok,ok,ok,ok,ok,ok
PYOVDM2,pvdiq_p --> pyovd_kt_p,ok,ok,ok,ok,ok,ok
PYRt2,h_e + pyr_e --> h_c + pyr_c,ok,ok,ok,ok,ok,ok
PYRt2rpp,h_p + pyr_p --> h_c + pyr_c,ok,ok,ok,ok,ok,ok
P_XYLtpp,p_xyl_p --> p_xyl_c,ok,ok,ok,ok,ok,ok
QMO3,mql8_c + 2.0 o2_c --> 2.0 h_c + mqn8_c + 2.0 o2s_c,ok,ok,ok,SPODM,ok,ok
QSDH,pqq_c + skm_c <=> 3dhsk_c + pqqh2_c,ok,ok,ok,ok,ok,ok
QUIDH,pqq_c + quin_c <=> 3dhq_c + pqqh2_c,ok,ok,ok,ok,ok,ok
QUIDHy,nadp_c + quin_c <=> 3dhq_c + h_c + nadph_c,ok,ok,ok,ok,ok,ok
QUINtpp,h_p + quin_p --> h_c + quin_c,ok,ok,ok,ok,ok,ok
QULNS,dhap_c + iasp_c --> 2.0 h2o_c + pi_c + quln_c,ok,ok,ok,ok,ok,ok
R5PP,h2o_c + r5p_c --> pi_c + rib__D_c,ok,ok,ok,ok,ok,ok
RBFK,atp_c + ribflv_c --> adp_c + fmn_c + h_c,ok,ok,ok,ok,ok,ok
RBFSa,4r5au_c + db4p_c --> dmlz_c + 2.0 h2o_c + pi_c,ok,ok,ok,ok,ok,ok
RBFSb,2.0 dmlz_c --> 4r5au_c + ribflv_c,ok,ok,ok,ok,ok,ok
RBK,atp_c + rib__D_c --> adp_c + h_c + r5p_c,ok,ok,ok,ok,ok,ok
RBK_L1,atp_c + rbl__L_c --> adp_c + h_c + ru5p__L_c,ok,ok,ok,ok,ok,ok
RECOAH10,R_3hnonacoa_c <=> h2o_c + nona2coa_c,ok,ok,ok,ok,ok,ok
RECOAH11,R_3hpdecacoa_c <=> h2o_c + pdca2coa_c,ok,ok,ok,ok,ok,ok
RECOAH12,R_3hpnonacoa_c <=> h2o_c + pnona2coa_c,ok,ok,ok,ok,ok,ok
RECOAH13,R_3hpoctacoa_c <=> h2o_c + pocta2coa_c,ok,ok,ok,ok,ok,ok
RECOAH14,R_3hphpcoa_c <=> h2o_c + php2coa_c,ok,ok,ok,ok,ok,ok
RECOAH15,R_3hphxacoa_c <=> h2o_c + phxa2coa_c,ok,ok,ok,ok,ok,ok
RECOAH16,R_3hpptcoa_c <=> h2o_c + ppt2coa_c,ok,ok,ok,ok,ok,ok
RECOAH17,R_3hpbcoa_c <=> h2o_c + pb2coa_c,ok,ok,ok,ok,ok,ok
RECOAH19,R_3h6athcoa_c <=> 6ath2coa_c + h2o_c,ok,ok,ok,ok,ok,ok
RECOAH2,R_3hhcoa_c <=> h2o_c + hx2coa_c,ok,ok,ok,ok,ok,ok
RECOAH20,R_3h4atbcoa_c <=> 4atb2coa_c + h2o_c,ok,ok,ok,ok,ok,ok
RECOAH21,R_3hcmrs7ecoa_c <=> h2o_c + tde2coa_c,ok,ok,ok,ok,ok,ok
RECOAH22,R_3hcddec5ecoa_c <=> dde2coa_c + h2o_c,ok,ok,ok,ok,ok,ok
RECOAH23,R_3htd5coa_c <=> h2o_c + tded5_2_coa_c,ok,ok,ok,ok,ok,ok
RECOAH24,R_3htd58coa_c <=> h2o_c + td58_2_coa_c,ok,ok,ok,ok,ok,ok
RECOAH25,R_3hdd6coa_c <=> dd6_2_coa_c + h2o_c,ok,ok,ok,ok,ok,ok
RECOAH26,R3hdec4coa_c <=> dec4_2_coa_c + h2o_c,ok,ok,ok,ok,ok,ok
RECOAH3,R_3hocoa_c <=> h2o_c + oc2coa_c,ok,ok,ok,ok,ok,ok
RECOAH4,R_3hdcoa_c <=> dc2coa_c + h2o_c,ok,ok,ok,ok,ok,ok
RECOAH5,R_3hddcoa_c <=> dd2coa_c + h2o_c,ok,ok,ok,ok,ok,ok
RECOAH6,R_3hmrscoa_c <=> h2o_c + td2coa_c,ok,ok,ok,ok,ok,ok
RECOAH7,R_3hhdcoa_c <=> h2o_c + hdd2coa_c,ok,ok,ok,ok,ok,ok
RECOAH8,R_3hptcoa_c <=> h2o_c + pt2coa_c,ok,ok,ok,ok,ok,ok
RECOAH9,R_3hhpcoa_c <=> h2o_c + hp2coa_c,ok,ok,ok,ok,ok,ok
RHACOAE100,R_3hdcoa_c + h2o_c --> R_3hdcaa_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
RHACOAE120,R_3hddcoa_c + h2o_c --> R_3hdda_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
RHACOAE121,R_3hcddec5ecoa_c + h2o_c --> R_3hdd5ea_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
RHACOAE121d6,R_3hdd6coa_c + h2o_c --> R_3hdd6e_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
RHACOAE140,R_3hmrscoa_c + h2o_c --> R_3httdca_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
RHACOAE141,R_3hcmrs7ecoa_c + h2o_c --> R_3hcmrs7e_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
RHACOAE141d5,R_3htd5coa_c + h2o_c --> R_3htd5e_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
RHACOAE142,R_3htd58coa_c + h2o_c --> R_3htd58e_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
RHACOAE160,R_3hhdcoa_c + h2o_c --> R_3hhdca_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
RHACOAE50,R_3hptcoa_c + h2o_c --> R_3hpt_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
RHACOAE60,R_3hhcoa_c + h2o_c --> R_3hhxa_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
RHACOAE70,R_3hhpcoa_c + h2o_c --> R_3hhpa_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
RHACOAE80,R_3hocoa_c + h2o_c --> R_3hocta_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
RHACOAE90,R_3hnonacoa_c + h2o_c --> R_3hnonaa_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
RHACOAEP100,R_3hpdecacoa_c + h2o_c --> R_3hpdeca_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
RHACOAEP101,R3hdec4coa_c + h2o_c --> R3hdec4e_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
RHACOAEP40,R_3hpbcoa_c + h2o_c --> R_3hpba_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
RHACOAEP50,R_3hpptcoa_c + h2o_c --> R_3hppta_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
RHACOAEP60,R_3hphxacoa_c + h2o_c --> R_3hphxa_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
RHACOAEP70,R_3hphpcoa_c + h2o_c --> R_3hphpa_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
RHACOAEP80,R_3hpoctacoa_c + h2o_c --> R_3hpocta_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
RHACOAEP90,R_3hpnonacoa_c + h2o_c --> R_3hpnona_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
RHACOAET40,R_3h4atbcoa_c + h2o_c --> R_3h4atba_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
RHACOAET60,R_3h6athcoa_c + h2o_c --> R_3h6atha_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
RHACOAR100,3odcoa_c + h_c + nadph_c <=> R_3hdcoa_c + nadp_c,ok,ok,ok,ok,ok,ok
RHACOAR120,3oddcoa_c + h_c + nadph_c <=> R_3hddcoa_c + nadp_c,ok,ok,ok,ok,ok,ok
RHACOAR121d5,3oddccoa_c + h_c + nadph_c <=> R_3hcddec5ecoa_c + nadp_c,ok,ok,ok,ok,ok,ok
RHACOAR121d6,3odd6coa_c + h_c + nadph_c <=> R_3hdd6coa_c + nadp_c,ok,ok,ok,ok,ok,ok
RHACOAR140,3otdcoa_c + h_c + nadph_c <=> R_3hmrscoa_c + nadp_c,ok,ok,ok,ok,ok,ok
RHACOAR141d5,3odd5coa_c + h_c + nadph_c <=> R_3htd5coa_c + nadp_c,ok,ok,ok,ok,ok,ok
RHACOAR141d7,3otdccoa_c + h_c + nadph_c <=> R_3hcmrs7ecoa_c + nadp_c,ok,ok,ok,ok,ok,ok
RHACOAR142,3ohd58coa_c + h_c + nadph_c <=> R_3htd58coa_c + nadp_c,ok,ok,ok,ok,ok,ok
RHACOAR60,3ohcoa_c + h_c + nadph_c <=> R_3hhcoa_c + nadp_c,ok,ok,ok,ok,ok,ok
RHACOAR70,3ohpcoa_c + h_c + nadph_c <=> R_3hhpcoa_c + nadp_c,ok,ok,ok,ok,ok,ok
RHACOAR80,3oocoa_c + h_c + nadph_c <=> R_3hocoa_c + nadp_c,ok,ok,ok,ok,ok,ok
RHACOAR90,3ononacoa_c + h_c + nadph_c <=> R_3hnonacoa_c + nadp_c,ok,ok,ok,ok,ok,ok
RHACOARP100,3opdecacoa_c + h_c + nadph_c <=> R_3hpdecacoa_c + nadp_c,ok,ok,ok,ok,ok,ok
RHACOARP40,3opbcoa_c + h_c + nadph_c <=> R_3hpbcoa_c + nadp_c,ok,ok,ok,ok,ok,ok
RHACOARP50,3opptcoa_c + h_c + nadph_c <=> R_3hpptcoa_c + nadp_c,ok,ok,ok,ok,ok,ok
RHACOARP60,3ophxacoa_c + h_c + nadph_c <=> R_3hphxacoa_c + nadp_c,ok,ok,ok,ok,ok,ok
RHACOARP70,3ophpcoa_c + h_c + nadph_c <=> R_3hphpcoa_c + nadp_c,ok,ok,ok,ok,ok,ok
RHACOARP80,3opoctacoa_c + h_c + nadph_c <=> R_3hpoctacoa_c + nadp_c,ok,ok,ok,ok,ok,ok
RHACOARP90,3opnonacoa_c + h_c + nadph_c <=> R_3hpnonacoa_c + nadp_c,ok,ok,ok,ok,ok,ok
RHACOART60,3o6athcoa_c + h_c + nadph_c <=> R_3h6athcoa_c + nadp_c,ok,ok,ok,ok,ok,ok
RHAP50tex,R_3hppta_p <=> R_3hppta_e,ok,ok,ok,ok,ok,ok
RHAP50tpp,R_3hppta_p <=> R_3hppta_c,ok,ok,ok,ok,ok,ok
RHCCE,rhcys_c --> dhptd_c + hcys__L_c,ok,ok,ok,ok,ok,ok
RIBabc,atp_c + h2o_c + rib__D_e --> adp_c + h_c + pi_c + rib__D_c,ok,ok,RIBabc1,ok,ok,ok
RIBabc1,atp_c + h2o_c + rib__D_c --> adp_c + h_c + pi_c + rib__D_e,ok,ok,RIBabc,ok,ok,ok
RIBabcpp,atp_c + h2o_c + rib__D_p --> adp_c + h_c + pi_c + rib__D_c,ok,ok,ok,ok,ok,ok
RNDR1,adp_c + trdrd_c --> dadp_c + h2o_c + trdox_c,ok,ok,ok,RNDR1b,ok,ok
RNDR1b,adp_c + grxrd_c --> dadp_c + grxox_c + h2o_c,ok,ok,ok,RNDR1,ok,ok
RNDR2,gdp_c + trdrd_c --> dgdp_c + h2o_c + trdox_c,ok,ok,ok,RNDR2b,ok,ok
RNDR2b,gdp_c + grxrd_c --> dgdp_c + grxox_c + h2o_c,ok,ok,ok,RNDR2,ok,ok
RNDR3,cdp_c + trdrd_c --> dcdp_c + h2o_c + trdox_c,ok,ok,ok,RNDR3b,ok,ok
RNDR3b,cdp_c + grxrd_c --> dcdp_c + grxox_c + h2o_c,ok,ok,ok,RNDR3,ok,ok
RNDR4,trdrd_c + udp_c --> dudp_c + h2o_c + trdox_c,ok,ok,ok,RNDR4b,ok,ok
RNDR4b,grxrd_c + udp_c --> dudp_c + grxox_c + h2o_c,ok,ok,ok,RNDR4,ok,ok
RPE,ru5p__D_c <=> xu5p__D_c,ok,ok,ok,ok,ok,ok
RPI,r5p_c <=> ru5p__D_c,ok,ok,ok,ok,ok,ok
SADH,2.0 h2o_c + 2.0 h_c + sucarg_c --> co2_c + 2.0 nh4_c + sucorn_c,ok,ok,ok,ok,ok,ok
SADT,atp_c + h_c + so4_c --> aps_c + ppi_c,ok,ok,ok,ok,ok,ok
SALCHS2tex,salchs2_p --> salchs2_e,ok,ok,ok,ok,ok,ok
SALCHS4FER1,fadh2_c + 2.0 salchs4fe_c --> fad_c + 2.0 fe2_c + 2.0 h_c + 2.0 salchs4_c,ok,ok,ok,ok,ok,ok
SALCHS4FEabcpp,atp_c + h2o_c + salchs4fe_p --> adp_c + h_c + pi_c + salchs4fe_c,ok,ok,ok,ok,ok,ok
SALCHS4FEtonex,h_p + salchs4fe_e --> h_c + salchs4fe_p,ok,ok,ok,ok,ok,ok
SALCHS4Hpp,h2o_p + salchs4_p --> salchs2_p,ok,ok,ok,ok,ok,ok
SALCHS4abcpp,atp_c + h2o_c + salchs4_c --> adp_c + h_c + pi_c + salchs4_p,ok,ok,ok,ok,ok,ok
SAOR,diact_c + h_c + nadh_c --> actn__S_c + nad_c,ok,ok,ok,ok,ok,ok
SARCOX,h2o_c + o2_c + sarcs_c --> fald_c + gly_c + h2o2_c,ok,ok,ok,ok,ok,ok
SARCOX2,o2_c + sarcs_c + thf_c --> gly_c + h2o2_c + mlthf_c,ok,ok,ok,ok,ok,ok
SCYSSL,2.0 gthrd_c + scys__L_c --> cys__L_c + gthox_c + h_c + so3_c,ok,ok,ok,ok,ok,ok
SDPDS,h2o_c + sl26da_c --> 26dap_LL_c + succ_c,ok,ok,ok,ok,ok,ok
SELADT,atp_c + h_c + sel_c --> adsel_c + ppi_c,ok,ok,ok,ok,ok,ok
SELabcpp,atp_c + h2o_c + sel_p --> adp_c + h_c + pi_c + sel_c,ok,ok,ok,ok,ok,ok
SERD_D,ser__D_c --> nh4_c + pyr_c,ok,ok,ok,ok,ok,ok
SERD_L,ser__L_c --> nh4_c + pyr_c,ok,ok,ok,ok,ok,ok
SERabc,atp_c + h2o_c + ser__L_e --> adp_c + h_c + pi_c + ser__L_c,ok,ok,ok,ok,ok,ok
SERt2rpp,h_p + ser__L_p --> h_c + ser__L_c,ok,ok,ok,ok,ok,ok
SERt4pp,na1_p + ser__L_p --> na1_c + ser__L_c,ok,ok,ok,ok,ok,ok
SERtpp,ser__L_c --> ser__L_p,ok,ok,ok,ok,ok,ok
SFGTHi,Sfglutth_c + h2o_c --> for_c + gthrd_c + h_c,ok,ok,ok,ok,ok,ok
SGDS,h2o_c + sucglu_c --> glu__L_c + succ_c,ok,ok,ok,ok,ok,ok
SGSAD,h2o_c + nad_c + sucgsa_c --> 2.0 h_c + nadh_c + sucglu_c,ok,ok,ok,ok,ok,ok
SHCHD2,dscl_c + nad_c --> h_c + nadh_c + scl_c,ok,ok,ok,ok,ok,ok
SHCHF,fe2_c + scl_c --> 3.0 h_c + sheme_c,ok,ok,ok,ok,ok,ok
SHEME2abcpp,atp_c + h2o_c + sheme_p --> adp_c + h_c + pi_c + sheme_c,ok,ok,ok,ok,ok,ok
SHEMEtonex,h_p + sheme_e --> h_c + sheme_p,ok,ok,ok,ok,ok,ok
SHGO,S2hglut_c + o2_c --> akg_c + h2o2_c,ok,ok,ok,ok,ok,ok
SHK3Dr,3dhsk_c + h_c + nadph_c <=> nadp_c + skm_c,ok,ok,ok,ok,ok,ok
SHKK,atp_c + skm_c --> adp_c + h_c + skm5p_c,ok,ok,ok,ok,ok,ok
SHSL1,cys__L_c + suchms_c --> cyst__L_c + h_c + succ_c,ok,ok,ok,ok,ok,ok
SKMt2,h_e + skm_e --> h_c + skm_c,ok,ok,ok,ok,ok,ok
SKMt2pp,h_p + skm_p --> h_c + skm_c,ok,ok,ok,ok,ok,ok
SLCYSS,acser_c + tsul_c --> ac_c + scys__L_c,ok,ok,ok,ok,ok,ok
SMIA2abc,atp_c + h2o_c + istfrnA_e --> adp_c + fe3_c + h_c + pi_c + stfrnA_c,ok,ok,ok,ok,ok,ok
SO3abcpp,atp_c + h2o_c + so3_p --> adp_c + h_c + pi_c + so3_c,ok,ok,ok,ok,ok,ok
SO3tex,so3_e <=> so3_p,ok,ok,ok,ok,ok,ok
SO4t2,h_e + so4_e --> h_c + so4_c,ok,ok,ok,ok,ok,ok
SO4t2pp,h_p + so4_p --> h_c + so4_c,ok,ok,ok,ok,ok,ok
SO4t4pp_1,na1_p + so4_p --> na1_c + so4_c,ok,ok,ok,ok,ok,ok
SOTA,akg_c + sucorn_c --> glu__L_c + sucgsa_c,ok,ok,ok,ok,ok,ok
SPMDabcpp,atp_c + h2o_c + spmd_p --> adp_c + h_c + pi_c + spmd_c,ok,ok,ok,ok,ok,ok
SPMDt3i,h_c + spmd_e <-- h_e + spmd_c,ok,ok,ok,ok,ok,ok
SPMDt3pp,h_p + spmd_c --> h_c + spmd_p,ok,ok,ok,ok,ok,ok
SPMS,ametam_c + ptrc_c --> 5mta_c + h_c + spmd_c,ok,ok,ok,ok,ok,ok
SPODM,2.0 h_c + 2.0 o2s_c --> h2o2_c + o2_c,ok,ok,ok,QMO3,ok,ok
SSALx,h2o_c + nad_c + sucsal_c --> 2.0 h_c + nadh_c + succ_c,ok,ok,ok,SSALy,ok,ok
SSALy,h2o_c + nadp_c + sucsal_c --> 2.0 h_c + nadph_c + succ_c,ok,ok,ok,SSALx,ok,ok
STFRNAt,stfrnA_c --> stfrnA_e,ok,ok,ok,ok,ok,ok
STPT1,hom__L_c + pser__L_c --> phom_c + ser__L_c,ok,ok,ok,ok,ok,ok
SUCCt2_2pp,2.0 h_p + succ_p --> 2.0 h_c + succ_c,ok,ok,ok,ok,ok,ok
SUCCt2r,h_e + succ_e --> h_c + succ_c,ok,ok,ok,ok,ok,ok
SUCD4,fadh2_c + q8_c --> fad_c + q8h2_c,ok,ok,ok,ok,ok,ok
SUCDi,q8_c + succ_c --> fum_c + q8h2_c,ok,ok,ok,FRD,ok,ok
SUCOAS,atp_c + coa_c + succ_c <=> adp_c + pi_c + succoa_c,ok,ok,ok,ok,ok,ok
SULFACabcpp,atp_c + h2o_c + sulfac_p --> adp_c + h_c + pi_c + sulfac_c,ok,ok,ok,ok,ok,ok
SULR,5.0 h_c + 3.0 nadph_c + so3_c --> 3.0 h2o_c + h2s_c + 3.0 nadp_c,ok,ok,ok,ok,ok,ok
SULabc,atp_c + h2o_c + so4_e --> adp_c + h_c + pi_c + so4_c,ok,ok,ok,ok,ok,ok
SULabcpp,atp_c + h2o_c + so4_p --> adp_c + h_c + pi_c + so4_c,ok,ok,ok,ok,ok,ok
TAGLIPA160ex,h2o_e + tag160_e --> 12dgr160_e + h_e + hdca_e,ok,ok,ok,ok,ok,ok
TAGLIPA180ex,h2o_e + tag180_e --> 12dgr180_e + h_e + ocdca_e,ok,ok,ok,ok,ok,ok
TAGLIPA181d9ex,h2o_e + tag181d9_e --> dag181d9_e + h_e + ocdcea_e,ok,ok,ok,ok,ok,ok
TAGLIPA182d9d12,h2o_e + tag182d9d12_e --> dag182d9d12_e + h_e + lnlc_e,ok,ok,ok,ok,ok,ok
TALA,g3p_c + s7p_c <=> e4p_c + f6p_c,ok,ok,ok,ok,ok,ok
TARTD,tartr__L_c --> h2o_c + oaa_c,ok,ok,ok,ok,ok,ok
TARTDC,h_c + tartr__L_c --> co2_c + glyc__R_c,ok,ok,ok,ok,ok,ok
TAUDO,akg_c + o2_c + taur_c --> aacald_c + co2_c + h_c + so3_c + succ_c,ok,ok,ok,ok,ok,ok
TAURabc,atp_c + h2o_c + taur_e --> adp_c + h_c + pi_c + taur_c,ok,ok,ok,ok,ok,ok
TAURabcpp,atp_c + h2o_c + taur_p --> adp_c + h_c + pi_c + taur_c,ok,ok,ok,ok,ok,ok
TDP,h2o_c + thmpp_c --> h_c + pi_c + thmmp_c,ok,ok,ok,ok,ok,ok
TDSK,atp_c + lipidAds_c --> adp_c + h_c + lipidA_c,ok,ok,ok,ok,ok,ok
THD2pp,2.0 h_p + nadh_c + nadp_c --> 2.0 h_c + nad_c + nadph_c,ok,ok,ok,ok,ok,ok
THDPS,h2o_c + succoa_c + thdp_c --> coa_c + sl2a6o_c,ok,ok,ok,ok,ok,ok
THFAT,h2o_c + methf_c --> 5fthf_c + h_c,ok,FOMETRi,FOMETRi,ok,ok,ok
THIORDXi,h2o2_c + trdrd_c --> 2.0 h2o_c + trdox_c,ok,ok,ok,CAT;CYTBD2pp;CYTBDpp;CYTBO3_4pp;GTHPi;NADHPO,ok,ok
THMP,h2o_c + thmmp_c --> pi_c + thm_c,ok,ok,ok,ok,ok,ok
THMtrbc,thm_e <=> thm_c,ok,ok,ok,ok,ok,ok
THRA,thr__L_c --> acald_c + gly_c,ok,ok,ok,ok,ok,ok
THRA2,athr__L_c --> acald_c + gly_c,ok,ok,ok,ok,ok,ok
THRD,nad_c + thr__L_c --> 2aobut_c + h_c + nadh_c,ok,ok,ok,ok,ok,ok
THRD_L,thr__L_c --> 2obut_c + nh4_c,ok,ok,ok,ok,ok,ok
THRPDC,h_c + thrp_c --> applp_c + co2_c,ok,ok,ok,ok,ok,ok
THRS,h2o_c + phom_c --> pi_c + thr__L_c,ok,ok,ok,ok,ok,ok
THRabc,atp_c + h2o_c + thr__L_e --> adp_c + h_c + pi_c + thr__L_c,ok,ok,ok,ok,ok,ok
THRabcpp,atp_c + h2o_c + thr__L_p --> adp_c + h_c + pi_c + thr__L_c,ok,ok,ok,ok,ok,ok
THRt2pp,h_p + thr__L_c --> h_c + thr__L_p,ok,ok,ok,ok,ok,ok
THRt4pp,na1_p + thr__L_p --> na1_c + thr__L_c,ok,ok,ok,ok,ok,ok
THYMt,thym_e <=> thym_c,ok,ok,ok,ok,ok,ok
THYMt4pp,h_p + thym_p --> h_c + thym_c,ok,ok,ok,ok,ok,ok
THZPSN,atp_c + cys__L_c + dxyl5p_c + tyr__L_c --> 4hba_c + 4mpetz_c + ala__L_c + amp_c + co2_c + h2o_c + h_c + ppi_c,ok,ok,ok,ok,ok,ok
TKT1,r5p_c + xu5p__D_c <=> g3p_c + s7p_c,ok,ok,ok,ok,ok,ok
TKT2,e4p_c + xu5p__D_c <=> f6p_c + g3p_c,ok,ok,ok,ok,ok,ok
TMDK1,atp_c + thymd_c --> adp_c + dtmp_c + h_c,ok,ok,ok,ok,ok,ok
TMDS,dump_c + mlthf_c --> dhf_c + dtmp_c,ok,ok,ok,ok,ok,ok
TMN,h2o_c + thm_c --> 4ahmmp_c + 4mhetz_c + h_c,ok,ok,ok,ok,ok,ok
TMPK,atp_c + thmmp_c --> adp_c + thmpp_c,ok,ok,ok,ok,ok,ok
TMPPP,2mahmp_c + 4mpetz_c + h_c --> ppi_c + thmmp_c,ok,ok,ok,ok,ok,ok
TNTHAC1,4hadnt_c + tntmdh_c --> 35dnta_c + h2o_c + no2_c,ok,ok,ok,ok,ok,ok
TNTHAC2,2hadnt_c + tntmdh_c --> 2m35mdntha_c + h2o_c + no2_c,ok,ok,ok,ok,ok,ok
TNTR1,h_c + 2.0 nadph_c + tnt_c --> 4hadnt_c + h2o_c + 2.0 nadp_c,ok,ok,ok,TNTR1x,ok,ok
TNTR1x,h_c + 2.0 nadh_c + tnt_c --> 4hadnt_c + h2o_c + 2.0 nad_c,ok,ok,ok,TNTR1,ok,ok
TNTR2,h_c + 2.0 nadph_c + tnt_c --> 2hadnt_c + h2o_c + 2.0 nadp_c,ok,ok,ok,TNTR2x,ok,ok
TNTR2x,h_c + 2.0 nadh_c + tnt_c --> 2hadnt_c + h2o_c + 2.0 nad_c,ok,ok,ok,TNTR2,ok,ok
TNTR3,h_c + nadph_c + 2.0 tnt_c --> nadp_c + 2.0 tntmmh_c,ok,ok,ok,ok,ok,ok
TNTR4,h_c + nadph_c + 2.0 tntmmh_c --> nadp_c + 2.0 tntmdh_c,ok,ok,ok,ok,ok,ok
TNTep,h_p + tnt_c --> h_c + tnt_e,ok,ok,ok,ok,ok,ok
TNTtex,tnt_e --> tnt_p,ok,ok,ok,ok,ok,ok
TNTtpp,tnt_p --> tnt_c,ok,ok,ok,ok,ok,ok
