reaction_id,reaction_equation,duplicate_test_exact,duplicate_test_directions,duplicate_test_coefficients,duplicate_test_redox,diphosphate_test,loop_test,dead_end_test,dilution_test,pathway,,,,,
GLUTRS_3,atp_c + glu__L_c + h_c + trnaglu_c --> amp_c + glutrna_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,trnaglu_c,glutrna_c,1,,,,
GLUabc,atp_c + glu__L_e + h2o_c --> adp_c + glu__L_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLUabcpp,atp_c + glu__L_p + h2o_c --> adp_c + glu__L_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLUt2rpp,glu__L_p + h_p --> glu__L_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLUt4pp,glu__L_p + na1_p --> glu__L_c + na1_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLUtex,glu__L_e <=> glu__L_p,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLXCBL,2.0 glx_c + h_c --> 2h3opp_c + co2_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLXCL,2.0 glx_c + h_c --> 2h3oppan_c + co2_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLXO1,glx_c + h2o_c + nad_c --> 2.0 h_c + nadh_c + oxa_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLYALDDr,glyald_c + h2o_c + nad_c --> glyc__R_c + 2.0 h_c + nadh_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLYAT,accoa_c + gly_c <=> 2aobut_c + coa_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
GLYBACT1r,coa_c + dhcrncoa_c <=> accoa_c + glybcoa_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
GLYBCOAT,glybcoa_c + h2o_c --> coa_c + glyb_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLYBabc,atp_c + glyb_e + h2o_c --> adp_c + glyb_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLYBabcpp,atp_c + glyb_p + h2o_c --> adp_c + glyb_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLYBt2pp,glyb_p + h_p --> glyb_c + h_c,ok,ok,GLYBt3pp,N/A,N/A,ok,ok,ok,0,,,,,
GLYBt3pp,glyb_c + h_p --> glyb_p + h_c,ok,ok,GLYBt2pp,N/A,N/A,ok,ok,ok,0,,,,,
GLYBtex,glyb_e <=> glyb_p,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLYC2Pabcpp,atp_c + glyc2p_p + h2o_c --> adp_c + glyc2p_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLYC2Ptex,glyc2p_e <=> glyc2p_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
GLYC3Pabc,atp_c + glyc3p_e + h2o_c --> adp_c + glyc3p_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLYC3Pabcpp,atp_c + glyc3p_p + h2o_c --> adp_c + glyc3p_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLYCDx,glyc_c + nad_c --> dha_c + h_c + nadh_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLYCL,gly_c + nad_c + thf_c --> co2_c + mlthf_c + nadh_c + nh4_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLYCLTDx,glx_c + h_c + nadh_c --> glyclt_c + nad_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLYCLTDy,glx_c + h_c + nadph_c --> glyclt_c + nadp_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLYCTO1,glyclt_c + o2_c --> glx_c + h2o2_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLYCTO2,glyclt_c + q8_c --> glx_c + q8h2_c,ok,ok,ok,N/A,N/A,ok,ok,q8_c,q8h2_c,13,,,,
GLYCTO3,glyclt_c + mqn8_c --> glx_c + mql8_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLYCTO4,2dmmq8_c + glyclt_c --> 2dmmql8_c + glx_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLYCt,glyc_c <=> glyc_e,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
GLYCtex,glyc_e <=> glyc_p,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
GLYCtpp,glyc_c <=> glyc_p,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
GLYDHDA,gly_c + h2o_c + nad_c <-- glx_c + h_c + nadh_c + nh4_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
GLYGLNabcpp,atp_c + glygln_p + h2o_c --> adp_c + glygln_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLYGLNtex,glygln_e <=> glygln_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
GLYGLUabcpp,atp_c + glyglu_p + h2o_c --> adp_c + glyglu_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLYGLUtex,glyglu_e <=> glyglu_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
GLYGLYCNc,glygly_c + h2o_c --> 2.0 gly_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLYGLYabcpp,atp_c + glygly_p + h2o_c --> adp_c + glygly_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLYGLYtex,glygly_e <=> glygly_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
GLYK,atp_c + glyc_c --> adp_c + glyc3p_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLYMETabcpp,atp_c + glymet_p + h2o_c --> adp_c + glymet_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLYMETtex,glymet_e <=> glymet_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
GLYO1,gly_c + h2o_c + o2_c --> glx_c + h2o2_c + nh4_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLYOX,h2o_c + lgt__S_c --> gthrd_c + h_c + lac__D_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLYOX_1,lgt__S_c <=> gthrd_c + mthgxl_c,ok,LGTHL,LGTHL,N/A,N/A,in loop,ok,ok,0,,,,,
GLYPHEHYc,glyphe_c + h2o_c --> gly_c + phe__L_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLYPHEabcpp,atp_c + glyphe_p + h2o_c --> adp_c + glyphe_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLYPHEtex,glyphe_e <=> glyphe_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
GLYSERabcpp,atp_c + glyser_p + h2o_c --> adp_c + glyser_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLYSERtex,glyser_e <=> glyser_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
GLYabc,atp_c + gly_e + h2o_c --> adp_c + gly_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLYabcpp,atp_c + gly_p + h2o_c --> adp_c + gly_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLYt2pp,gly_p + h_p --> gly_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GLYtpp,gly_c <=> gly_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
GMPS,atp_c + nh4_c + xmp_c --> amp_c + gmp_c + 2.0 h_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GMPS2,atp_c + gln__L_c + h2o_c + xmp_c --> amp_c + glu__L_c + gmp_c + 2.0 h_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GND,6pgc_c + nadp_c --> co2_c + nadph_c + ru5p__D_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GNK,atp_c + glcn_c --> 6pgc_c + adp_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GNNUC,gsn_c + h2o_c --> gua_c + rib__D_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GNP,6pgc_c + h2o_c --> glcn_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GOX,gly_c + h2o_c + o2_c --> glx_c + h2o2_c + h_c + nh3_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GPDDA1,g3pc_c + h2o_c --> chol_c + glyc3p_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GPDDA1_1,g3pc_e + h2o_e --> chol_e + glyc3p_e + h_e,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GPDDA2,g3pe_c + h2o_c --> etha_c + glyc3p_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GPDDA2_1,g3pg_e + h2o_e --> glyc3p_e + glyc_e + h_e,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GPDDA3,g3ps_c + h2o_c --> glyc3p_c + h_c + ser__L_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GPDDA3_1,g3ps_e + h2o_e --> glyc3p_e + h_e + ser__L_e,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GPDDA4,g3pg_c + h2o_c --> glyc3p_c + glyc_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GPDDA4_1,g3pg_e + h2o_c --> glyc3p_c + glyc_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GPDDA5,g3pi_c + h2o_c --> glyc3p_c + h_c + inost_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GRTT,grdp_c + ipdp_c --> frdp_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GRXR,grxox_c + 2.0 gthrd_c --> grxrd_c + gthox_c,ok,ok,ok,N/A,N/A,ok,ok,grxox_c,grxrd_c,1,,,,
GSNt3pp,gsn_c + h_p --> gsn_p + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GSNtex,gsn_e <=> gsn_p,ok,ok,ok,N/A,N/A,ok,only when going forwards,ok,0,,,,,
GTHOr,gthox_c + h_c + nadph_c <=> 2.0 gthrd_c + nadp_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
GTHPi,2.0 gthrd_c + h2o2_c --> gthox_c + 2.0 h2o_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GTHRDH_syn,gthrd_c + h2o_c --> cgly_c + glu__L_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GTHRDHpp,gthrd_p + h2o_p --> cgly_p + glu__L_p,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GTHRDabc2pp,atp_c + gthrd_c + h2o_c --> adp_c + gthrd_p + h_c + pi_c,ok,ok,GTHRDabcpp,N/A,N/A,ok,ok,ok,0,,,,,
GTHRDabcpp,atp_c + gthrd_p + h2o_c --> adp_c + gthrd_c + h_c + pi_c,ok,ok,GTHRDabc2pp,N/A,N/A,ok,ok,ok,0,,,,,
GTHRDt2_1,atp_c + gthrd_e + h2o_c --> adp_c + gthrd_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GTHRDtex,gthrd_e <=> gthrd_p,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GTHS,atp_c + glucys_c + gly_c --> adp_c + gthrd_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GTMLT,ala__L_c + gthrd_c --> cgly_c + gluala_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GTPCI,gtp_c + h2o_c --> ahdt_c + for_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ahdt_c,17,,,,,
GTPCII,gtp_c + 3.0 h2o_c --> 25dhpp_c + for_c + 2.0 h_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GTPCII2,gtp_c + 3.0 h2o_c --> 25drapp_c + for_c + 2.0 h_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GTPDPK,atp_c + gtp_c --> amp_c + gdptp_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GTPHs,gtp_c + h2o_c + h_c --> nh4_c + xtp_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GUACYC,gtp_c --> 35cgmp_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GUAD,gua_c + h2o_c + h_c --> nh4_c + xan_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GUAPRT,gua_c + prpp_c --> gmp_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GUAt2pp,gua_p + h_p --> gua_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GUAtex,gua_e <=> gua_p,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GUAtpp,gua_p <=> gua_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GUDBUTNAH,4gudbutn_c + h2o_c --> 4abut_c + urea_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
GUI1,glcur_c <=> fruur_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
GUI2,galur_c <=> tagur_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
GalMr,glc__aD_c <=> glc__bD_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
H2CO3D,co2_c + h2o_c <=> h2co3_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
H2CO3D2,h_c + hco3_c <=> h2co3_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
H2O2tex,h2o2_e <=> h2o2_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
H2Ot,h2o_e <=> h2o_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
H2Otex,h2o_e <=> h2o_p,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
H2Otpp,h2o_p <=> h2o_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
H2SO,h2s_c + 2.0 o2_c --> 2.0 h_c + so4_c,ok,ok,ok,N/A,N/A,ok,ok,so4_c,1,,,,,
H2St1,h2s_c <=> h2s_e,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
H2td,h2_c <=> h2_e,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
H2tex,h2_e <=> h2_p,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
H2tpp,h2_p <=> h2_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
HACD1,aacoa_c + h_c + nadh_c <=> 3hbcoa_c + nad_c,ok,HACD1i,HACD1i,N/A,N/A,in loop,ok,ok,0,,,,,
HACD10i,3hhpcoa_c + nad_c --> 3ohpcoa_c + h_c + nadh_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HACD11i,3hnonacoa_c + nad_c --> 3ononacoa_c + h_c + nadh_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HACD12i,3hpdecacoa_c + nad_c --> 3opdecacoa_c + h_c + nadh_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
HACD13i,3hpnonacoa_c + nad_c --> 3opnonacoa_c + h_c + nadh_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
HACD14i,3hpoctacoa_c + nad_c --> 3opoctacoa_c + h_c + nadh_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HACD15i,3hphpcoa_c + nad_c --> 3ophpcoa_c + h_c + nadh_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HACD16i,3hphxacoa_c + nad_c --> 3ophxacoa_c + h_c + nadh_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HACD17i,3hpptcoa_c + nad_c --> 3opptcoa_c + h_c + nadh_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HACD18i,3hpbcoa_c + nad_c --> 3opbcoa_c + h_c + nadh_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
HACD19i,3h6athcoa_c + nad_c --> 3o6athcoa_c + h_c + nadh_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HACD1_1,aacoa_c + h_c + nadh_c <=> 3hbycoa_c + nad_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
HACD1i,3hbcoa_c + nad_c --> aacoa_c + h_c + nadh_c,ok,HACD1,HACD1,N/A,N/A,in loop,ok,ok,0,,,,,
HACD2,3ohcoa_c + h_c + nadh_c <=> 3hhcoa_c + nad_c,ok,HACD2i,HACD2i,N/A,N/A,in loop,ok,ok,0,,,,,
HACD20i,3hvacccoa_c + nad_c --> 3ovacccoa_c + h_c + nadh_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HACD21i,3hhdccoa_c + nad_c --> 3ohdccoa_c + h_c + nadh_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
HACD22i,3htdccoa_c + nad_c --> 3otdccoa_c + h_c + nadh_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
HACD23i,3hddccoa_c + nad_c --> 3oddccoa_c + h_c + nadh_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
HACD24i,3hodecoa_c + nad_c --> 3oodecoa_c + h_c + nadh_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
HACD25i,3hhdd7coa_c + nad_c --> 3ohdd7coa_c + h_c + nadh_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
HACD26i,3hdd5coa_c + nad_c --> 3odd5coa_c + h_c + nadh_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
HACD27i,3hptslacoa_c + nad_c --> 3optslacoa_c + h_c + nadh_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HACD28i,3hhdd4coa_c + nad_c --> 3ohdd4coa_c + h_c + nadh_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HACD29i,3hlnlccoa_c + nad_c --> 3olnlccoa_c + h_c + nadh_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HACD2i,3hhcoa_c + nad_c --> 3ohcoa_c + h_c + nadh_c,ok,HACD2,HACD2,N/A,N/A,in loop,ok,ok,0,,,,,
HACD3,3oocoa_c + h_c + nadh_c <=> 3hocoa_c + nad_c,ok,HACD3i,HACD3i,N/A,N/A,in loop,ok,ok,0,,,,,
HACD30i,3hhd710coa_c + nad_c --> 3ohd710coa_c + h_c + nadh_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HACD31i,3hhd58coa_c + nad_c --> 3ohd58coa_c + h_c + nadh_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
HACD32i,3hdd6coa_c + nad_c --> 3odd6coa_c + h_c + nadh_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HACD33i,3hdec4coa_c + nad_c --> 3odec4coa_c + h_c + nadh_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
HACD3i,3hocoa_c + nad_c --> 3oocoa_c + h_c + nadh_c,ok,HACD3,HACD3,N/A,N/A,in loop,ok,ok,0,,,,,
HACD4,3odcoa_c + h_c + nadh_c <=> 3hdcoa_c + nad_c,ok,HACD4i,HACD4i,N/A,N/A,in loop,ok,ok,0,,,,,
HACD4i,3hdcoa_c + nad_c --> 3odcoa_c + h_c + nadh_c,ok,HACD4,HACD4,N/A,N/A,in loop,ok,ok,0,,,,,
HACD5,3oddcoa_c + h_c + nadh_c <=> 3hddcoa_c + nad_c,ok,HACD5i,HACD5i,N/A,N/A,in loop,ok,ok,0,,,,,
HACD5i,3hddcoa_c + nad_c --> 3oddcoa_c + h_c + nadh_c,ok,HACD5,HACD5,N/A,N/A,in loop,ok,ok,0,,,,,
HACD6,3otdcoa_c + h_c + nadh_c <=> 3htdcoa_c + nad_c,ok,HACD6i,HACD6i,N/A,N/A,in loop,ok,ok,0,,,,,
HACD6i,3htdcoa_c + nad_c --> 3otdcoa_c + h_c + nadh_c,ok,HACD6,HACD6,N/A,N/A,in loop,ok,ok,0,,,,,
HACD7,3ohdcoa_c + h_c + nadh_c <=> 3hhdcoa_c + nad_c,ok,HACD7i,HACD7i,N/A,N/A,in loop,ok,ok,0,,,,,
HACD7i,3hhdcoa_c + nad_c --> 3ohdcoa_c + h_c + nadh_c,ok,HACD7,HACD7,N/A,N/A,in loop,ok,ok,0,,,,,
HACD8,3ohodcoa_c + h_c + nadh_c <=> 3hodcoa_c + nad_c,ok,HACD8i,HACD8i,N/A,N/A,in loop,ok,ok,0,,,,,
HACD8i,3hodcoa_c + nad_c --> 3ohodcoa_c + h_c + nadh_c,ok,HACD8,HACD8,N/A,N/A,in loop,ok,ok,0,,,,,
HACD9,3hmbcoa_c + nad_c <=> 2maacoa_c + h_c + nadh_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
HACOADr,3hmp_c + nad_c --> h_c + mmalsa__S_c + nadh_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HADPCOADH3,3hadpcoa_c + nad_c <=> h_c + nadh_c + oxadpcoa_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
HAT40tex,3h4atb_p <=> 3h4atb_e,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
HAT40tpp,3h4atb_p <=> 3h4atb_c,ok,ok,ok,N/A,N/A,ok,only when going forwards,ok,0,,,,,
HATBH,3h4atbcoa_c + h2o_c --> 3h4atb_c + coa_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HBCE,3hbcoa_c <=> 3hbcoa__R_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
HBCH,3hbcoa_c + 4.0 h_c --> ctncoa_c + h2o_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
HBCHLR,3hbcoa__R_c <=> b2coa_c + h2o_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
HBCO_nadp,aacoa_c + h_c + nadph_c <=> 3hbcoa_c + nadp_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
HBRCH,3hbcoa__R_c + h2o_c --> bhb_c + coa_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HBZOPT,4hbz_c + octdp_c --> 3ophb_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HCO3E,co2_c + h2o_c <=> h_c + hco3_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
HCO3tex,hco3_e <=> hco3_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
HCYSMT,amet_c + hcys__L_c --> ahcys_c + h_c + met__L_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HDAD,49dsha_c + h2o_c --> hhd_c + hip_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HDH,h2o_c + histd_c + 2.0 nad_c --> 3.0 h_c + his__L_c + 2.0 nadh_c,HISTD,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HEMEOS,frdp_c + h2o_c + pheme_c --> hemeO_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HEMEti,atp_c + h2o_c + pheme_e --> adp_c + h_c + pheme_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HETZK_1,4mhetz_c + atp_c --> 4mpetz_c + adp_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,4mhetz_c,4mpetz_c,5,,,,
HEX1,atp_c + glc__D_c --> adp_c + g6p_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HEX7,atp_c + fru_c --> adp_c + f6p_c + h_c,HEX7_1,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HEX7_1,atp_c + fru_c --> adp_c + f6p_c + h_c,HEX7,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HEXSabc,atp_c + h2o_c + hexs_e --> adp_c + h_c + hexs_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HG2abcpp,atp_c + h2o_c + hg2_c --> adp_c + h_c + hg2_p + pi_c,ok,ok,ok,N/A,N/A,ok,ok,hg2_c,hg2_p,31,,,,
HG2t3pp,h_p + hg2_c --> h_c + hg2_p,ok,ok,ok,N/A,N/A,ok,ok,hg2_c,hg2_p,31,,,,
HG2tppi,hg2_p --> hg2_c,ok,ok,ok,N/A,N/A,ok,ok,hg2_p,hg2_c,31,,,,
HGNTOR,hgentis_c + o2_c --> 4mlacac_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HHDDI,2hh24dd_c <=> 2ohed_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
HIAA,h2o_c + hipocoa_c --> accoa_c + hia_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HIAt,hia_e <=> hia_c,ok,ok,ok,N/A,N/A,ok,only when going forwards,ok,0,,,,,
HIBD,3hmp_c + nad_c --> 2mop_c + h_c + nadh_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HIPB,h_c + hipcoa_c + nadh_c --> 5ohhipcoa_c + nad_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HISDr,his__L_c --> nh4_c + urcan_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HISGLYabcpp,atp_c + h2o_c + hisgly_p --> adp_c + h_c + hisgly_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HISGLYtex,hisgly_e <=> hisgly_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
HISHISabcpp,atp_c + h2o_c + hishis_p --> adp_c + h_c + hishis_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HISHIStex,hishis_e <=> hishis_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
HISTD,h2o_c + histd_c + 2.0 nad_c --> 3.0 h_c + his__L_c + 2.0 nadh_c,HDH,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HISTP,h2o_c + hisp_c --> histd_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HISabc,atp_c + h2o_c + his__L_e --> adp_c + h_c + his__L_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
HISabcpp,atp_c + h2o_c + his__L_p --> adp_c + h_c + his__L_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
